national_rank,state_rank,yield,field_state,class,till_maturity_days,date_planted,date_harvested,planting_rate,row_spacing,nitrogen,phosphorus,potash,trace_element,manure,harvester_make,total_acres,acres_harvested,total_bushels_harvested,bushels_per_acres,acres_harvested_recheck,total_bushels_harvested_recheck,bushels_per_acres_recheck
183,71,260.4584,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",118,2019-05-06,2019-10-13,34000,30,260,0,0,NA,NA,John Deere,154,1.2994,338.4396,260.4584,0,0,0
47*,11*,288.1736,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",115,2019-05-04,2019-10-07,35000,30,215,0,0,NA,NA,John Deere,156,1.2948,373.1272,288.1736,0,0,0
59*,14,284.8493,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",111,2019-05-04,2019-10-07,36000,30,215,0,0,NA,NA,John Deere,156,1.3315,379.2768,284.8493,0,0,0
98,5,269.4658,NE,C:No-Till Non-Irrigated Class,120,2019-04-23,2019-11-08,35000,20,270,10,3,S:null,NA,John Deere,53,1.4734,397.0309,269.4658,0,0,0
109*,33,273.5033,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",113,2019-05-05,2019-10-11,34000,30,250,0,0,NA,NA,John Deere,156,1.2902,352.874,273.5033,0,0,0
45*,9*,288.9539,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",115,2019-05-06,2019-10-12,35000,30,205,0,0,NA,NA,John Deere,156,1.3545,391.388,288.9539,0,0,0
24,6,298.1168,DE,G:No-Till Irrigated Class,111,2019-04-28,2019-09-20,36000,30,300,17,25,"S:15lbs, B:1lbs, Zn:1lbs",Poultry:2.5tons,John Deere,33,1.3955,416.022,298.1168,0,0,0
29,1,296.2839,DE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",112,2019-05-02,2019-09-20,35000,30,300,17,25,"S:15lbs, Zn:1lbs, B:1lbs",Poultry:2.5tons,John Deere,45,1.4439,427.8043,296.2839,0,0,0
33,8,293.1726,DE,G:No-Till Irrigated Class,112,2019-04-28,2019-09-20,36000,30,300,17,25,"S:15lbs, B:1lbs, Zn:1lbs",Poultry:2.5tons,John Deere,40,1.3394,392.6754,293.1726,0,0,0
228*,92,251.0951,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",112,2019-05-01,2019-10-18,34000,30,200,60,0,NA,NA,Case IH,150,2.2911,575.284,251.0951,0,0,0
218*,86*,253.2364,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",113,2019-05-10,2019-10-25,34000,30,200,60,0,NA,NA,Case IH,150,4.0248,1019.2257,253.2364,0,0,0
206*,81,257.0071,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",113,2019-04-26,2019-09-27,34000,30,230,40,0,Other:2lbs,NA,Case IH,150,3.2121,825.5325,257.0071,0,0,0
91,10,270.2297,IL,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",114,2019-05-13,2019-11-12,36500,30,235,80,120,S:30lbs,Poultry:1tons,Claas,105,1.5978,431.773,270.2297,0,0,0
65,2,279.837,KS,C:No-Till Non-Irrigated Class,115,2019-04-18,2019-09-27,32000,20,255,0,0,S:10,NA,John Deere,37,1.3274,371.4556,279.837,0,0,0
255,14,189.4397,KS,C:No-Till Non-Irrigated Class,112,2019-04-27,2019-10-15,23500,30,120,0,0,NA,NA,Case IH,39,1.8509,350.634,189.4397,0,0,0
63*,6*,274.6302,IL,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",114,2019-04-23,2019-11-07,36000,30,255,28,18,Zn:,NA,John Deere,135,1.3555,372.2612,274.6302,0,0,0
128,5,257.3689,MO,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",114,2019-04-25,2019-10-08,36000,30,235,80,80,NA,NA,John Deere,77,1.32,339.727,257.3689,0,0,0
204*,9,225.976,KS,C:No-Till Non-Irrigated Class,112,2019-06-04,2019-11-19,30000,30,160,40,0,NA,NA,Case IH,108,1.8632,421.0385,225.976,0,0,0
133*,8*,257.5619,NE,C:No-Till Non-Irrigated Class,112,2019-06-04,2019-11-19,30000,30,160,40,0,NA,NA,Case IH,78,1.5266,393.194,257.5619,0,0,0
32*,3,279.2314,IL,D:No-Till Non-Irrigated Class,113,2019-05-26,2019-10-24,35000,30,0,0,0,NA,NA,Case IH,80,1.4876,415.3846,279.2314,0,0,0
261,7,234.761,MN,I:Conventional Irrigated Class,101,2019-05-14,2019-11-15,35000,30,80,10,3,"Zn:1lbs, B:1lbs",Cattle:13000gal,Case IH,90,1.6648,390.8301,234.761,0,0,0
284,13,231.3787,KS,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",118,2019-05-05,2019-10-23,33000,30,0,0,0,NA,NA,John Deere,69,4.2066,973.3178,231.3787,0,0,0
240,10,244.4916,KS,I:Conventional Irrigated Class,118,2019-05-15,2019-10-23,33000,30,0,0,0,NA,NA,John Deere,69,2.1033,514.2392,244.4916,0,0,0
230,7,247.133,KS,I:Conventional Irrigated Class,119,2019-05-05,2019-10-23,33000,30,0,0,0,NA,NA,John Deere,57,4.5744,1130.4852,247.133,0,0,0
257,11,243.4877,KS,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",118,2019-05-15,2019-10-23,33000,30,0,0,0,NA,NA,John Deere,57,4.5744,1113.8102,243.4877,0,0,0
89,3,263.3359,KS,G:No-Till Irrigated Class,118,2019-04-28,2019-10-23,33000,30,0,0,0,NA,NA,John Deere,69,3.0496,803.0693,263.3359,0,0,0
340*,10,200.0355,IL,I:Conventional Irrigated Class,114,2019-05-20,2019-09-20,34000,30,240,0,0,NA,NA,John Deere,88,1.4187,283.7904,200.0355,0,0,0
392,18,229.0925,MO,B:Conventional Non-Irrigated Class,111,2019-05-15,2019-10-18,32000,30,200,150,150,NA,NA,John Deere,40,2.1488,492.2739,229.0925,0,0,0
40,5,291.78,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",115,2019-05-02,2019-10-22,33500,36,200,80,0,S:20lbs,NA,Case IH,80,1.3826,403.415,291.78,0,0,0
443,77,215.7334,MN,B:Conventional Non-Irrigated Class,113,2019-05-04,2019-11-03,35000,30,60,0,0,NA,Cattle:8000gal,Case IH,155,2.2084,476.4256,215.7334,0,0,0
117*,10*,261.5098,IN,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",117,2019-05-27,2019-11-04,40000,22,260,120,240,NA,NA,John Deere,119,1.25,326.8872,261.5098,0,0,0
366,59,235.4978,MN,B:Conventional Non-Irrigated Class,103,2019-05-05,2019-10-25,35000,20,90,9,0,NA,Cattle:8000gal,John Deere,110,1.8225,429.1948,235.4978,0,0,0
76*,2,285.2917,OK,I:Conventional Irrigated Class,111,2019-05-15,2019-10-29,33000,30,290,65,40,Ag:20,NA,John Deere,60,1.2528,357.4134,285.2917,0,0,0
38*,1,289.6658,IL,G:No-Till Irrigated Class,110,2019-05-23,2019-10-22,36000,30,275,140,180,"B:2qts, S:10gal",NA,John Deere,45,1.5441,447.273,289.6658,0,0,0
175,13,236.183,MN,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",104,2019-05-14,2019-10-31,34000,30,150,100,200,NA,NA,John Deere,80,1.2879,304.1801,236.183,0,0,0
73*,*,285.8582,IL,I:Conventional Irrigated Class,112,2019-05-28,2019-10-30,36000,30,245,150,180,"S:15gal, B:3qts",NA,John Deere,50,1.3127,375.246,285.8582,0,0,0
129*,22,268.8915,IL,B:Conventional Non-Irrigated Class,112,2019-05-16,2019-11-05,35000,30,250,145,180,"Zn:1qts, B:2qts, S:15gal",NA,John Deere,60,1.3085,351.8445,268.8915,0,0,0
244,33,253.4504,MN,B:Conventional Non-Irrigated Class,113,2019-04-24,2019-10-25,33000,30,190,126,106,S:35lbs,Poultry:3.5tons,John Deere,78,1.5344,388.8943,253.4504,0,0,0
311,105,211.6576,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",108,2019-05-12,2019-11-19,33000,36,250,40,0,NA,NA,John Deere,125,1.8724,396.3077,211.6576,0,0,0
123,23,216.2559,MI,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",106,2019-05-17,2019-11-23,36000,20,220,50,100,NA,NA,John Deere,97,4.7356,1024.1014,216.2559,0,0,0
47,6,285.4793,KY,C:No-Till Non-Irrigated Class,114,2019-04-25,2019-09-13,34000,30,200,80,70,"Zn:1qts, S:15lbs",NA,John Deere,80,1.3512,385.7396,285.4793,0,0,0
97,10,256.6572,OH,D:No-Till Non-Irrigated Class,112,2019-05-07,2019-09-30,36000,30,270,150,150,S:50lbs,NA,John Deere,21,1.2502,320.8728,256.6572,0,0,0
174,23,236.3522,IL,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",114,2019-05-18,2019-09-23,36000,30,253,74,64,"S:37.16lbs, B:1qts",NA,John Deere,39,2.079,491.3762,236.3522,0,0,0
291,7,126.172,CO,C:No-Till Non-Irrigated Class,101,2019-05-16,2019-10-12,13000,30,80,30,0,NA,NA,John Deere,160,1.6777,211.6788,126.172,0,0,0
51*,4*,276.7369,IN,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",105,2019-06-02,2019-11-09,44500,30,244,54,18,Zn:1qts,NA,Case IH,13,1.6713,462.5104,276.7369,0,0,0
236,24,209.0353,NE,C:No-Till Non-Irrigated Class,112,2019-04-24,2019-09-28,22000,30,150,0,0,NA,NA,John Deere,57,4.5271,946.3238,209.0353,0,0,0
105*,9,266.6881,IN,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",111,2019-06-04,2019-11-10,40500,30,244,54,18,Zn:1qts,NA,Case IH,15,1.6708,445.5824,266.6881,0,0,0
177,35,238.1183,PA,C:No-Till Non-Irrigated Class,112,2019-05-24,2019-11-25,38000,30,200,30,90,NA,NA,John Deere,35,1.5533,369.8692,238.1183,0,0,0
65*,7,269.1129,IN,D:No-Till Non-Irrigated Class,111,2019-05-28,2019-11-09,40500,30,244,54,18,Zn:1qts,NA,Case IH,16,1.714,461.2595,269.1129,0,0,0
90*,10,273.933,IN,B:Conventional Non-Irrigated Class,107,2019-06-04,2019-11-09,42500,30,244,54,18,Zn:1qts,NA,Case IH,14,1.668,456.9203,273.933,0,0,0
30*,5*,280.2844,IN,D:No-Till Non-Irrigated Class,105,2019-05-25,2019-11-10,42500,30,244,54,18,Zn:1qts,NA,Case IH,15,1.3613,381.5511,280.2844,0,0,0
74,9,266.8288,IN,D:No-Till Non-Irrigated Class,113,2019-05-28,2019-11-09,39500,30,244,54,18,Zn:1qts,NA,Case IH,17,1.7227,459.6659,266.8288,0,0,0
85,2,278.0793,OK,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",114,2019-04-24,2019-10-09,30000,30,250,60,0,Zn:3null,NA,John Deere,120,3.4905,970.6357,278.0793,0,0,0
277,18,230.9896,MO,I:Conventional Irrigated Class,111,2019-04-10,2019-09-12,34000,30,250,100,200,Zn:10lbs,NA,John Deere,80,1.7723,409.3829,230.9896,0,0,0
303*,26*,222.259,MO,I:Conventional Irrigated Class,118,2019-04-01,2019-09-06,34000,30,250,100,200,"Zn:10lbs, S:10lbs",NA,John Deere,80,1.686,374.7287,222.259,0,0,0
332*,27,206.7799,MO,I:Conventional Irrigated Class,118,2019-04-01,2019-09-06,32000,30,250,100,200,Zn:10lbs,NA,John Deere,80,1.6777,346.9146,206.7799,0,0,0
173,5,240.5575,KS,C:No-Till Non-Irrigated Class,113,2019-04-23,2019-10-09,30000,30,270,100,100,NA,NA,John Deere,39,1.4353,345.2722,240.5575,0,0,0
134,30,234.3097,MI,A:Conventional Non-Irrigated Class,93,2019-05-21,2019-11-21,36500,28,185,40,100,NA,NA,John Deere,36,3.8224,895.6255,234.3097,0,0,0
210,83,205.0474,MI,A:Conventional Non-Irrigated Class,93,2019-05-16,2019-11-27,36000,30,160,40,100,NA,NA,John Deere,38,1.9986,409.8077,205.0474,0,0,0
337*,9*,202.2403,IL,I:Conventional Irrigated Class,116,2019-05-20,2019-09-20,34000,30,240,0,0,NA,NA,John Deere,88,1.3898,281.0735,202.2403,0,0,0
348*,11,189.6246,IL,I:Conventional Irrigated Class,117,2019-05-20,2019-09-20,34000,30,240,0,0,NA,NA,John Deere,88,1.5131,286.921,189.6246,0,0,0
376,25,232.9475,IN,B:Conventional Non-Irrigated Class,111,2019-05-08,2019-09-26,33939,30,251,119,155,NA,NA,John Deere,47,1.3131,305.8833,232.9475,0,0,0
207,80,207.8553,MI,A:Conventional Non-Irrigated Class,102,2019-05-16,2019-11-26,36000,20,165,40,90,S:15lbs,NA,John Deere,90,2.2461,466.8637,207.8553,0,0,0
220*,33,178.4461,OH,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",120,2019-05-25,2019-10-24,40000,30,230,0,0,NA,NA,John Deere,45,3.2323,576.7912,178.4461,0,0,0
145,12,250.2266,IN,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",114,2019-05-17,2019-10-07,33279,30,243,99,69,NA,NA,John Deere,52,1.4641,366.3567,250.2266,0,0,0
168*,16,237.7873,IN,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",111,2019-05-17,2019-10-07,33279,30,243,99,69,NA,NA,John Deere,52,1.4097,335.2088,237.7873,0,0,0
238,2,249.7475,MN,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",105,2019-05-06,2019-11-05,34500,30,0,0,0,S:16lbs,Other:null,Claas,151,1.787,446.29880000000003,249.7475,0,0,0
159*,15*,243.4755,IN,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",118,2019-05-17,2019-10-07,33279,30,243,99,69,NA,NA,John Deere,52,1.3701,333.5858,243.4755,0,0,0
233*,16*,116.8732,IL,D:No-Till Non-Irrigated Class,114,2019-06-03,2019-10-18,32000,30,231,115,0,NA,NA,John Deere,130,2.3657,276.4869,116.8732,0,0,0
235*,18,95.7189,IL,D:No-Till Non-Irrigated Class,116,2019-06-03,2019-10-18,32000,30,231,115,0,NA,NA,John Deere,130,2.6136,250.1708,95.7189,0,0,0
234*,17,105.4894,IL,D:No-Till Non-Irrigated Class,117,2019-06-03,2019-10-18,32000,30,231,115,0,NA,NA,John Deere,130,4.449,469.3225,105.4894,0,0,0
215*,20,200.7338,IN,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",114,2019-05-17,2019-10-07,32462,30,207,92,120,NA,NA,Case IH,60,1.25,250.9172,200.7338,0,0,0
78,4,264.0227,MN,D:No-Till Non-Irrigated Class,97,2019-05-15,2019-11-11,36500,30,75,20,0,Zn:.25lbs,NA,John Deere,25,1.6598,438.2249,264.0227,0,0,0
27*,3,296.9665,TN,C:No-Till Non-Irrigated Class,120,2019-04-27,2019-09-13,32000,30,285,50,120,NA,NA,Case IH,25,1.5983,474.6416,296.9665,0,0,0
221,25,149.312,IL,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",112,2019-06-22,2019-11-07,32000,30,165,92,124,NA,NA,Case IH,26,1.753,261.7439,149.312,0,0,0
196,72,212.5935,MI,A:Conventional Non-Irrigated Class,93,2019-05-16,2019-11-27,36000,30,168,37,90,NA,NA,John Deere,36,1.802,383.0934,212.5935,0,0,0
44,5,297.7411,NE,I:Conventional Irrigated Class,115,2019-04-25,2019-09-30,32000,30,270,35,0,NA,Cattle:15tons,John Deere,155,1.6804,500.3242,297.7411,0,0,0
12*,4*,291.7513,IA,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",108,2019-05-13,2019-10-25,35800,30,110,0,0,"B:pt, Zn:pt",Swine:gal,Claas,150,1.3967,407.489,291.7513,0,0,0
246,8,242.8063,IN,I:Conventional Irrigated Class,111,2019-05-15,2019-09-27,29800,38,220,100,150,NA,NA,John Deere,27,1.2597,305.8631,242.8063,0,0,0
264,99,251.6308,IA,B:Conventional Non-Irrigated Class,113,2019-05-05,2019-11-25,33900,30,240,80,120,NA,Swine:3800gal,John Deere,156,1.4256,358.7249,251.6308,0,0,0
136*,4*,236.4267,OH,G:No-Till Irrigated Class,108,2019-05-08,2019-10-29,34000,30,180,0,0,NA,Poultry:3tons,Case IH,99,1.2764,301.7751,236.4267,0,0,0
132*,18,244.4191,OH,D:No-Till Non-Irrigated Class,109,2019-05-09,2019-10-29,34000,30,180,0,0,NA,Poultry:3tons,Case IH,130,1.3131,320.9467,244.4191,0,0,0
186*,1,257.0158,TN,I:Conventional Irrigated Class,118,2019-04-29,2019-09-19,34000,20,260,200,200,NA,NA,John Deere,115,1.3912,357.5604,257.0158,0,0,0
150,3,210.9455,MN,G:No-Till Irrigated Class,94,2019-05-02,2019-11-14,33000,30,209,119,92,S:18lbs,Poultry:3tons,John Deere,298,1.641,346.1615,210.9455,0,0,0
148,16,236.2628,IN,D:No-Till Non-Irrigated Class,120,2019-05-16,2019-10-09,30000,30,250,69,90,S:18lbs,NA,Case IH,38,1.4187,335.186,236.2628,0,0,0
197,76,259.0167,IA,B:Conventional Non-Irrigated Class,110,2019-05-24,2019-11-15,34000,36,0,0,0,NA,NA,John Deere,160,1.2857,333.0178,259.0167,0,0,0
126*,2,245.3468,MI,G:No-Till Irrigated Class,104,2019-06-06,2019-11-26,38000,30,250,30,120,Zn:1qts,NA,John Deere,40,1.4311,351.1158,245.3468,0,0,0
117,26,261.977,PA,C:No-Till Non-Irrigated Class,112,2019-05-01,2019-09-30,34500,30,200,50,150,"S:.5lbs, Zn:.2lbs",Poultry:2tons,John Deere,34,1.2564,329.1479,261.977,0,0,0
262,13,234.578,AR,I:Conventional Irrigated Class,116,2019-04-11,2019-09-13,34000,38,0,0,0,NA,NA,John Deere,11,1.5075,353.6263,234.578,0,0,0
216*,10*,251.3654,AR,I:Conventional Irrigated Class,118,2019-04-30,2019-09-10,40000,30,300,100,120,NA,Poultry:1tons,John Deere,30,1.2741,320.2646,251.3654,0,0,0
326*,27,214.1435,AR,I:Conventional Irrigated Class,119,2019-04-30,2019-09-10,40000,30,300,100,120,NA,Poultry:1tons,John Deere,30,1.2741,272.8402,214.1435,0,0,0
52,3,271.8551,NC,A:Conventional Non-Irrigated Class,118,2019-05-04,2019-10-02,33896,30,180,0,7053506,NA,Broiler:4tons,John Deere,20,1.3063,355.1243,271.8551,0,0,0
191,8,259.1486,KY,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",120,2019-04-06,2019-10-02,36000,30,250,0,0,NA,Poultry:2tons,Case IH,175,1.2932,335.131,259.1486,0,0,0
122,7,271.3726,KY,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",117,2019-04-17,2019-10-02,36000,30,0,0,0,NA,Poultry:2tons,Case IH,150,1.2537,340.2198,271.3726,0,0,0
222,8,249.0901,KY,I:Conventional Irrigated Class,114,2019-04-27,2019-10-02,36000,30,250,0,0,NA,Poultry:2tons,Case IH,160,1.2943,322.3973,249.0901,0,0,0
266,28,175.0662,NE,C:No-Till Non-Irrigated Class,120,2019-05-14,2019-10-22,18000,30,120,25,0,"Zn:5lbs, S:5lbs",NA,John Deere,137,2.0142,352.6183,175.0662,0,0,0
243,3,246.9206,AR,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",118,2019-04-16,2019-09-30,36000,30,280,60,90,"S:35lbs, Zn:2lbs",NA,Case IH,250,1.3246,327.071,246.9206,0,0,0
159*,3,264.8241,NC,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",111,2019-04-01,2019-08-14,32000,38,275,120,160,NA,Broiler:4tons,Claas,64,1.8309,484.8664,264.8241,0,0,0
290*,11,229.1968,NC,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",118,2019-04-12,2019-08-22,32000,38,275,120,160,NA,Broiler:4tons,Claas,84,1.5819,362.5664,229.1968,0,0,0
260,16,235.8949,MO,I:Conventional Irrigated Class,116,2019-04-01,2019-09-13,34000,30,250,100,200,S:10lbs,NA,John Deere,160,3.3306,785.6716,235.8949,0,0,0
164,17,246.0635,KY,C:No-Till Non-Irrigated Class,114,2019-05-15,2019-09-30,34068,20,197,44,125,NA,NA,John Deere,26,1.2666,311.664,246.0635,0,0,0
324,117,242.5178,IA,B:Conventional Non-Irrigated Class,109,2019-05-12,2019-10-25,33000,30,0,0,0,NA,NA,Case IH,180,1.5335,371.9011,242.5178,0,0,0
133*,46*,268.1701,IA,B:Conventional Non-Irrigated Class,113,2019-05-14,2019-11-01,34000,30,0,0,0,NA,NA,John Deere,360,1.3375,358.6775,268.1701,0,0,0
173*,65,262.2519,IA,B:Conventional Non-Irrigated Class,113,2019-05-08,2019-11-01,34000,30,0,0,0,NA,NA,John Deere,360,1.3202,346.2249,262.2519,0,0,0
6,1,296.6682,IA,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",113,2019-05-11,2019-11-08,34000,30,0,0,0,NA,NA,John Deere,180,1.3214,392.0173,296.6682,0,0,0
16*,6,289.41,IA,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",113,2019-05-06,2019-11-07,34000,30,0,0,0,NA,NA,John Deere,180,1.3499,390.6746,289.41,0,0,0
234*,92*,254.7187,IA,B:Conventional Non-Irrigated Class,109,2019-05-13,2019-11-26,34000,30,0,0,0,NA,NA,John Deere,310,1.5234,388.0385,254.7187,0,0,0
256*,98,252.6644,IA,B:Conventional Non-Irrigated Class,110,2019-05-15,2019-11-26,34000,30,0,0,0,NA,NA,John Deere,240,1.2741,321.9197,252.6644,0,0,0
163,9,246.2505,VA,C:No-Till Non-Irrigated Class,117,2019-04-04,2019-08-20,34000,20,250,80,250,"B:.25lbs, Zn:1lbs, S:40lbs",NA,Case IH,21,1.5015,369.7451,246.2505,0,0,0
370,136,234.1667,IA,B:Conventional Non-Irrigated Class,113,2019-05-06,2019-11-25,32000,30,0,0,0,NA,NA,Case IH,360,2.4275,568.4396,234.1667,0,0,0
283,103,248.3981,IA,B:Conventional Non-Irrigated Class,103,2019-05-12,2019-11-01,33000,30,0,0,0,NA,NA,Case IH,80,1.4646,363.8039,248.3981,0,0,0
151,19,247.0007,OH,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",105,2019-04-24,2019-10-18,33000,30,190,15,16,"Zn:2.5lbs, Mg:1.5lbs, B:1lbs, S:40lbs",Cattle:1tons,John Deere,13,1.8943,467.8935,247.0007,0,0,0
300,1,103.4256,MT,C:No-Till Non-Irrigated Class,82,2019-05-28,2019-11-27,18000,30,70,20,10,NA,NA,John Deere,310,1.3588,140.5347,103.4256,0,0,0
206*,19*,214.0322,IN,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",118,2019-05-17,2019-10-07,32462,30,207,92,120,NA,NA,Case IH,60,1.25,267.5402,214.0322,0,0,0
202*,8,227.9179,KS,C:No-Till Non-Irrigated Class,112,2019-04-15,2019-09-20,28000,30,150,60,65,S:9lbs,NA,John Deere,135,1.2916,294.3787,227.9179,0,0,0
188,31,260.7767,IL,B:Conventional Non-Irrigated Class,112,2019-04-27,2019-10-07,34000,30,0,0,0,NA,NA,John Deere,145,1.3223,344.825,260.7767,0,0,0
88,1,254.6496,NY,A:Conventional Non-Irrigated Class,103,2019-05-24,2019-11-07,36000,20,185,79,95,NA,NA,John Deere,18,1.3315,339.0659,254.6496,0,0,0
235,95,249.9452,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",113,2019-04-20,2019-09-30,32000,30,190,0,0,NA,NA,Case IH,80,2.2755,568.7502,249.9452,0,0,0
248*,12,241.9976,MO,I:Conventional Irrigated Class,113,2019-06-01,2019-10-15,32000,30,0,0,0,NA,NA,John Deere,30,1.2917,312.5883,241.9976,0,0,0
263*,10*,241.9976,MO,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",113,2019-06-01,2019-10-15,32000,30,0,0,0,NA,NA,John Deere,30,1.2917,312.5883,241.9976,0,0,0
118,4,239.9202,PA,A:Conventional Non-Irrigated Class,108,2019-04-24,2019-11-22,34000,30,210,50,250,Cu:.27lbs,NA,John Deere,10,1.2926,310.1209,239.9202,0,0,0
261,15,242.3511,MI,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",97,2019-05-10,2019-11-04,33000,30,180,20,62,Zn:1lbs,Swine:5000gal,Gleaner,65,3.6643,888.0473,242.3511,0,0,0
181,67,143.0025,MI,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",97,2019-05-25,2019-11-22,30000,30,160,20,62,Zn:1qts,NA,John Deere,40,2.9091,416.0085,143.0025,0,0,0
351*,55,237.9709,MN,B:Conventional Non-Irrigated Class,103,2019-05-14,2019-10-26,34800,30,0,0,0,NA,NA,John Deere,68,3.1804,756.8428,237.9709,0,0,0
68,6,268.7587,OH,D:No-Till Non-Irrigated Class,108,2019-05-20,2019-10-14,34000,30,200,70,90,"Zn:null, S:null",NA,Case IH,50,3.6853,990.4565,268.7587,0,0,0
104,49,267.0849,IA,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",115,2019-04-20,2019-11-05,33350,30,221,95,172,"S:20lbs, Zn:2lbs",NA,John Deere,98,1.2631,337.355,267.0849,0,0,0
153*,57*,265.9123,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",113,2019-04-25,2019-10-23,33000,30,210,45,0,NA,NA,John Deere,120,2.067,549.6407,265.9123,0,0,0
168*,64,263.2272,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",115,2019-04-23,2019-10-25,33000,30,220,45,7734645,NA,NA,John Deere,155,2.1763,572.8614,263.2272,0,0,0
117,37,272.4165,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",113,2019-04-25,2019-10-31,32000,30,0,0,0,NA,NA,John Deere,148,2.562,697.9311,272.4165,0,0,0
39,1,272.411,NC,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",111,2019-05-23,2019-11-18,31500,30,128,13,0,S:21lbs,Poultry:4tons,Gleaner,21,1.3058,355.7143,272.411,0,0,0
37,3,277.9998,OH,D:No-Till Non-Irrigated Class,108,2019-05-21,2019-10-14,33000,30,244,96,152,"S:15lbs, Zn:2qts, B:1pt",NA,Case IH,20,1.4211,395.0655,277.9998,0,0,0
128,5,212.5406,KS,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",112,2019-04-27,2019-09-30,26000,30,160,0,0,NA,NA,Claas,19,1.55,329.4379,212.5406,0,0,0
477*,88,197.5112,MN,B:Conventional Non-Irrigated Class,104,2019-05-15,2019-11-11,34500,30,185,80,80,S:20lbs,NA,John Deere,142,1.8099,357.4755,197.5112,0,0,0
