national_rank,state_rank,yield,field_state,class,till_maturity_days,date_planted,date_harvested,planting_rate,row_spacing,nitrogen,phosphorus,potash,trace_element,manure,harvester_make,total_acres,acres_harvested,total_bushels_harvested,bushels_per_acres,acres_harvested_recheck,total_bushels_harvested_recheck,bushels_per_acres_recheck
449,71,214.092,OH,B:Conventional Non-Irrigated Class,111,2019-05-16,2019-09-27,36500,30,230,13,0,"S:2gal, Zn:1pt",NA,John Deere,50,1.6051,343.6391,214.092,0,0,0
171,52,222.1008,MI,A:Conventional Non-Irrigated Class,102,2019-05-20,2019-11-01,32000,30,250,40,100,"Zn:1lbs, B:1lbs",NA,Case IH,95,1.4454,321.0245,222.1008,0,0,0
151,18,235.0389,MO,D:No-Till Non-Irrigated Class,111,2019-04-10,2019-09-27,34000,30,220,0,0,NA,Poultry:2tons,John Deere,87,2.3499,552.3178,235.0389,0,0,0
89,24,276.8147,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",113,2019-05-03,2019-10-26,32500,30,210,75,0,NA,NA,John Deere,139,1.3705,379.3745,276.8147,0,0,0
347,30,190.5926,MI,I:Conventional Irrigated Class,108,2019-05-16,2019-10-25,32000,30,250,0,60,"Zn:1pt, Mn:1pt, S:1pt, Ca:1pt",NA,Case IH,58,1.4628,278.79880000000003,190.5926,0,0,0
142,32,255.1651,PA,C:No-Till Non-Irrigated Class,112,2019-06-01,2019-10-18,32000,30,0,0,0,"B:, Cu:, Fe:, Mn:",Poultry:,John Deere,42,2.0585,525.2574,255.1651,0,0,0
206,17,253.02,MI,I:Conventional Irrigated Class,101,2019-06-12,2019-11-20,33000,30,240,40,110,"S:6.9lbs, Zn:6lbs, Ca:9lbs",NA,John Deere,23,1.4972,378.8216,253.02,0,0,0
338*,12,201.9629,CO,I:Conventional Irrigated Class,108,2019-05-24,2019-11-05,32000,30,180,0,0,NA,NA,Case IH,25,4.4421,897.1395,201.9629,0,0,0
51*,1,286.8989,NC,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",118,2019-04-29,2019-09-03,33000,30,300,0,300,NA,Poultry:3tons,John Deere,70,1.3147,377.186,286.8989,0,0,0
253,111,189.4312,MI,A:Conventional Non-Irrigated Class,93,2019-05-31,2019-11-27,34000,30,150,75,150,NA,NA,John Deere,43,1.7693,335.1606,189.4312,0,0,0
138*,*,268.4736,NC,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",114,2019-04-29,2019-09-03,33000,30,300,0,300,NA,Poultry:3tons,John Deere,70,1.2946,347.5659,268.4736,0,0,0
323*,10*,215.1785,CO,I:Conventional Irrigated Class,118,2019-05-02,2019-10-08,32000,30,180,0,0,NA,NA,Case IH,24,4.7107,1013.6412,215.1785,0,0,0
196,18,221.1805,IN,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",117,2019-05-17,2019-10-02,38000,30,200,60,200,NA,NA,Case IH,80,1.8705,413.7181,221.1805,0,0,0
65,1,251.8037,LA,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",118,2019-03-25,2019-09-24,32000,38,0,0,0,NA,NA,John Deere,100,2.6729,673.0461,251.8037,0,0,0
278*,14,234.2512,LA,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",113,2019-03-20,2019-09-24,36000,38,0,0,0,NA,NA,John Deere,60,4.6715,1094.3047,234.2512,0,0,0
232*,9*,250.2807,LA,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",118,2019-03-21,2019-09-24,36000,38,0,0,0,NA,NA,John Deere,11,4.47,1118.7549,250.2807,0,0,0
24,3,293.2836,WI,B:Conventional Non-Irrigated Class,113,2019-04-20,2019-10-25,38000,30,120,0,0,NA,NA,Case IH,32,1.2507,366.8098,293.2836,0,0,0
257,26,187.8034,NE,C:No-Till Non-Irrigated Class,111,2019-05-18,2019-10-23,20000,30,120,20,0,NA,NA,Case IH,110,1.3889,260.8402,187.8034,0,0,0
38,10,287.1053,IL,B:Conventional Non-Irrigated Class,120,2019-05-17,2019-10-10,36000,30,120,0,0,NA,NA,Case IH,38,1.2502,358.9391,287.1053,0,0,0
225,5,215.2966,AL,C:No-Till Non-Irrigated Class,113,2019-04-29,2019-09-05,34000,30,270,100,100,S:27lbs,NA,Gleaner,15,1.3729,295.5807,215.2966,0,0,0
58,1,280.6675,CO,G:No-Till Irrigated Class,113,2019-05-05,2019-10-19,31000,30,250,0,0,NA,NA,John Deere,60,1.2534,351.7887,280.6675,0,0,0
287,139,164.5903,MI,A:Conventional Non-Irrigated Class,93,2019-05-24,2019-11-25,30000,30,165,40,120,Zn:null,NA,John Deere,45,2.0176,332.0773,164.5903,0,0,0
69,5,247.5065,NE,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",111,2019-04-26,2019-10-21,32000,20,260,150,75,Zn:10lbs,NA,John Deere,36,1.5253,377.5216,247.5065,0,0,0
34,1,276.527,MI,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",110,2019-05-15,2019-11-08,35000,30,200,120,200,"Zn:2lbs, B:10lbs, S:20lbs",NA,John Deere,35,1.3512,373.6433,276.527,0,0,0
193,69,213.1873,MI,A:Conventional Non-Irrigated Class,100,2019-05-21,2019-11-22,30000,30,170,40,100,Zn:1qts,NA,John Deere,45,4.3733,932.3322,213.1873,0,0,0
192,21,225.0797,MN,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",104,2019-05-06,2019-11-04,36000,30,180,88,119,"S:20lbs, Zn:2lbs",NA,Gleaner,151,1.8081,406.9666,225.0797,0,0,0
67,4,248.3752,NE,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",114,2019-05-04,2019-10-28,31500,20,300,150,75,NA,NA,John Deere,56,1.5152,376.3381,248.3752,0,0,0
21,2,282.1492,MN,D:No-Till Non-Irrigated Class,104,2019-05-05,2019-10-16,38000,30,180,17,90,Zn:.275lbs,NA,John Deere,47,1.3039,367.8943,282.1492,0,0,0
82,5,262.0074,MN,D:No-Till Non-Irrigated Class,104,2019-05-04,2019-10-16,38000,30,180,17,90,"Zn:.275lbs, S:null",NA,John Deere,41,1.3039,341.6314,262.0074,0,0,0
299,12,246.5976,MO,B:Conventional Non-Irrigated Class,100,2019-04-15,2019-09-12,34000,20,200,90,90,"S:9lbs, Zn:2lbs",NA,John Deere,64,1.2783,315.2257,246.5976,0,0,0
308,6,213.8641,AR,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",120,2019-05-03,2019-08-23,32000,38,0,0,0,NA,NA,John Deere,80,3.8384,820.896,213.8641,0,0,0
282,40,248.8656,MN,B:Conventional Non-Irrigated Class,104,2019-05-07,2019-11-03,38000,30,200,35,60,"S:32lbs, Zn:3lbs",NA,John Deere,70,1.2704,316.1589,248.8656,0,0,0
204*,89,202.7501,IA,D:No-Till Non-Irrigated Class,111,2019-04-24,2019-11-09,34000,30,170,0,0,NA,NA,John Deere,83,2.5365,514.2756,202.7501,0,0,0
192*,84*,213.7652,IA,D:No-Till Non-Irrigated Class,115,2019-04-27,2019-10-03,34000,30,170,0,0,NA,NA,John Deere,102,4.0634,868.6137,213.7652,0,0,0
37,1,291.8151,SD,C:No-Till Non-Irrigated Class,110,2019-05-06,2019-11-04,37500,30,0,0,0,NA,NA,Case IH,30,1.3946,406.9653,291.8151,0,0,0
25,4,282.4119,TN,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",116,2019-04-13,2019-09-07,34000,30,160,0,0,NA,Poultry:3tons,Case IH,50,1.2534,353.9751,282.4119,0,0,0
382,62,231.5981,MN,B:Conventional Non-Irrigated Class,107,2019-05-06,2019-11-05,33900,30,0,0,0,NA,NA,John Deere,213,2.7456,635.8757,231.5981,0,0,0
386,64,230.7222,MN,B:Conventional Non-Irrigated Class,105,2019-05-06,2019-11-07,34800,30,150,60,90,S:20,Swine:3000gal,John Deere,213,1.6598,382.9527,230.7222,0,0,0
126,11,258.2898,IN,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",116,2019-05-17,2019-10-02,34000,30,200,60,200,NA,NA,Case IH,80,1.5266,394.3052,258.2898,0,0,0
459,82,211.7304,MN,B:Conventional Non-Irrigated Class,111,2019-05-09,2019-11-22,35500,30,180,60,90,S:20lbs,NA,John Deere,120,2.0533,434.746,211.7304,0,0,0
296*,15,223.4391,KS,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",118,2019-06-06,2019-10-09,32000,30,150,50,0,NA,NA,John Deere,125,4.7865,1069.4911,223.4391,0,0,0
205,7,253.1334,CO,I:Conventional Irrigated Class,111,2019-04-25,2019-11-01,35000,30,335,190,105,"S:115null, Zn:1.5null",NA,John Deere,22,1.657,419.4421,253.1334,0,0,0
240*,102,195.5332,MI,A:Conventional Non-Irrigated Class,99,2019-05-15,2019-11-16,31000,30,175,35,0,Zn:1qts,NA,John Deere,65,2.03,396.9324,195.5332,0,0,0
235*,9,245.3757,KS,I:Conventional Irrigated Class,118,2019-05-17,2019-10-15,32000,30,250,60,0,NA,NA,John Deere,123,4.5372,1113.3187,245.3757,0,0,0
195*,71*,212.7432,MI,A:Conventional Non-Irrigated Class,98,2019-05-16,2019-11-20,31000,30,175,35,0,Zn:1qts,NA,John Deere,75,1.6598,353.1112,212.7432,0,0,0
215,9,254.6716,KS,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",118,2019-05-07,2019-10-09,34000,30,249,25,60,S:25null,NA,John Deere,240,1.5468,393.926,254.6716,0,0,0
354*,13,178.9685,CO,I:Conventional Irrigated Class,118,2019-05-05,2019-11-15,24500,30,200,60,0,Zn:1,NA,John Deere,125,5.6015,1002.492,178.9685,0,0,0
360*,17,153.8265,CO,I:Conventional Irrigated Class,117,2019-05-05,2019-11-15,24500,30,200,60,0,Zn:1,NA,John Deere,125,6.6942,1029.7451,153.8265,0,0,0
358*,15,161.0856,CO,I:Conventional Irrigated Class,116,2019-05-06,2019-11-14,24500,30,200,60,0,Zn:1,NA,John Deere,125,6.0606,976.2756,161.0856,0,0,0
355*,14,176.8607,CO,I:Conventional Irrigated Class,113,2019-05-09,2019-11-14,24500,30,200,60,0,Zn:1,NA,John Deere,125,6.1892,1094.626,176.8607,0,0,0
363*,18,146.1129,CO,I:Conventional Irrigated Class,111,2019-05-10,2019-11-14,24500,30,200,60,0,Zn:1,NA,John Deere,125,4.9403,721.8415,146.1129,0,0,0
359*,16,159.5516,CO,I:Conventional Irrigated Class,108,2019-05-14,2019-11-10,24500,30,200,60,0,Zn:1,NA,John Deere,125,6.7034,1069.5385,159.5516,0,0,0
36,2,299.2938,MI,I:Conventional Irrigated Class,111,2019-04-26,2019-11-08,42000,30,265,35,104,"Zn:2qts, B:1qts",Swine:0,John Deere,74,1.2603,377.2,299.2938,0,0,0
68,7,287.7997,MI,I:Conventional Irrigated Class,107,2019-05-16,2019-11-08,47000,30,0,0,0,NA,NA,John Deere,97,1.2679,364.9012,287.7997,0,0,0
187,15,256.7068,MI,I:Conventional Irrigated Class,105,2019-04-27,2019-11-08,37000,30,0,0,0,NA,NA,John Deere,97,1.2631,324.2464,256.7068,0,0,0
11*,4*,288.3311,IA,D:No-Till Non-Irrigated Class,113,2019-05-08,2019-11-07,34000,30,200,60,60,NA,NA,New Holland,80,1.7778,512.5951,288.3311,0,0,0
161,50,178.938,MI,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",102,2019-06-08,2019-11-29,32000,30,180,15,100,NA,NA,John Deere,40,1.2906,230.9374,178.938,0,0,0
217,89,203.3288,MI,A:Conventional Non-Irrigated Class,95,2019-05-08,2019-11-19,34000,30,200,62,150,Zn:,NA,New Holland,95,1.8457,375.284,203.3288,0,0,0
71,5,277.1368,MO,B:Conventional Non-Irrigated Class,112,2019-04-22,2019-10-28,35000,30,200,80,60,"S:12lbs, Zn:2lbs",NA,John Deere,60,1.5923,441.2849,277.1368,0,0,0
82,10,256.8438,MI,A:Conventional Non-Irrigated Class,101,2019-05-23,2019-11-13,34000,30,160,100,200,Zn:1qts,NA,John Deere,20,1.5496,398.0051,256.8438,0,0,0
141,50,266.8095,IA,B:Conventional Non-Irrigated Class,110,2019-05-06,2019-10-30,35500,30,70,0,0,NA,Swine:3200gal,John Deere,220,1.4889,397.2527,266.8095,0,0,0
164,59,263.4564,IA,B:Conventional Non-Irrigated Class,108,2019-05-09,2019-11-02,35000,30,75,0,0,NA,Swine:3500gal,John Deere,160,1.5297,403.0093,263.4564,0,0,0
100,5,256.6888,MD,G:No-Till Irrigated Class,111,2019-05-29,2019-09-21,34500,30,240,45,140,"S:20lbs, B:1lbs, Zn:2lbs",NA,John Deere,60,1.2511,321.1433,256.6888,0,0,0
142,34,232.1609,MI,A:Conventional Non-Irrigated Class,102,2019-05-08,2019-11-27,34000,30,180,125,200,"B:1qts, S:2gal, Zn:1qts",NA,John Deere,36,1.4876,345.3626,232.1609,0,0,0
302*,*,80.8637,CO,A:Conventional Non-Irrigated Class,118,2019-05-05,2019-10-06,10000,30,50,0,0,NA,NA,John Deere,160,11.4784,928.186,80.8637,0,0,0
41,18,278.5138,IA,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",115,2019-04-24,2019-11-09,34000,30,200,0,0,NA,Cattle:10tons,John Deere,120,3.6419,1014.3195,278.5138,0,0,0
303*,*,67.0153,CO,A:Conventional Non-Irrigated Class,117,2019-05-05,2019-10-26,10000,30,50,0,0,NA,NA,John Deere,160,15.9412,1068.3043,67.0153,0,0,0
74,3,285.6966,MD,I:Conventional Irrigated Class,114,2019-04-22,2019-09-30,34000,30,320,150,150,"B:1.5lbs, Zn:1.5lbs, S:30lbs",Poultry:1.5tons,John Deere,110,1.2727,363.6061,285.6966,0,0,0
304*,*,64.2067,CO,A:Conventional Non-Irrigated Class,116,2019-05-06,2019-10-19,10000,30,50,0,0,NA,NA,John Deere,160,16.9697,1089.5689,64.2067,0,0,0
307*,*,59.3458,CO,A:Conventional Non-Irrigated Class,113,2019-05-09,2019-10-19,10000,30,50,0,0,NA,NA,John Deere,160,16.7126,991.8233,59.3458,0,0,0
308*,*,57.8011,CO,A:Conventional Non-Irrigated Class,111,2019-05-10,2019-10-07,10000,30,50,0,0,NA,NA,John Deere,160,17.2268,995.7282,57.8011,0,0,0
305*,*,60.5276,CO,A:Conventional Non-Irrigated Class,108,2019-05-14,2019-10-19,10000,30,50,0,0,NA,NA,John Deere,160,16.9697,1027.1344,60.5276,0,0,0
77,36,272.0525,IA,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",113,2019-04-22,2019-11-09,33000,30,180,80,80,NA,NA,John Deere,80,1.6691,454.0828,272.0525,0,0,0
301,2,92.0923,CO,A:Conventional Non-Irrigated Class,105,2019-05-20,2019-10-17,10000,30,50,0,0,NA,NA,John Deere,160,11.0193,1014.7929,92.0923,0,0,0
84,25,274.4132,IA,B:Conventional Non-Irrigated Class,110,2019-04-22,2019-10-07,35000,30,220,60,80,NA,Swine:4000gal,John Deere,200,1.2851,352.6484,274.4132,0,0,0
173,6,262.5676,MD,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",112,2019-04-23,2019-09-30,34600,30,320,150,150,"B:1.5lbs, Zn:1.5lbs, S:30lbs",Poultry:1.5tons,John Deere,110,1.2617,331.2815,262.5676,0,0,0
26,3,299.3054,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",114,2019-04-29,2019-10-26,35500,30,240,52,60,S:26lbs,NA,Massey Ferguson,82,1.7906,535.9362,299.3054,0,0,0
350*,132,238.0132,IA,B:Conventional Non-Irrigated Class,104,2019-05-15,2019-11-08,35000,30,60,0,0,NA,Swine:5000gal,Case IH,75,1.6542,393.7215,238.0132,0,0,0
364*,19,145.5897,CO,I:Conventional Irrigated Class,105,2019-05-20,2019-11-04,24500,30,200,60,0,Zn:1,NA,John Deere,125,6.832,994.6686,145.5897,0,0,0
329*,121*,241.3365,IA,B:Conventional Non-Irrigated Class,104,2019-05-15,2019-11-06,35000,30,60,0,0,NA,Swine:5000gal,Case IH,75,1.6542,399.2189,241.3365,0,0,0
292*,108*,247.7111,IA,B:Conventional Non-Irrigated Class,104,2019-04-24,2019-11-15,37500,30,180,110,110,NA,NA,John Deere,230,2.2451,556.1361,247.7111,0,0,0
104,16,246.9137,MI,A:Conventional Non-Irrigated Class,94,2019-05-31,2019-11-27,34000,30,180,75,200,"B:1pt, Zn:1qts",NA,John Deere,66,1.4555,359.3829,246.9137,0,0,0
92,28,273.7608,IA,B:Conventional Non-Irrigated Class,111,2019-04-20,2019-10-16,35000,30,200,50,70,NA,NA,John Deere,120,1.2599,344.9112,273.7608,0,0,0
132,6,268.2567,MO,B:Conventional Non-Irrigated Class,120,2019-05-14,2019-09-20,36000,30,250,50,100,NA,NA,Case IH,75,1.8271,490.1319,268.2567,0,0,0
322*,116,242.6812,IA,B:Conventional Non-Irrigated Class,112,2019-04-24,2019-11-26,37500,30,180,110,100,NA,NA,John Deere,190,3.4902,847.0059,242.6812,0,0,0
81*,37,262.7007,IA,D:No-Till Non-Irrigated Class,111,2019-04-19,2019-10-08,37000,30,220,60,80,NA,Swine:4000gal,Case IH,80,1.4311,375.951,262.7007,0,0,0
18*,8*,284.0496,IA,D:No-Till Non-Irrigated Class,115,2019-04-20,2019-11-01,37000,30,220,50,50,NA,NA,Case IH,65,1.3278,377.1611,284.0496,0,0,0
98,4,257.2214,MD,G:No-Till Irrigated Class,111,2019-04-20,2019-09-09,33500,30,260,52,150,"S:30lbs, Zn:1lbs",NA,John Deere,85,1.2672,325.951,257.2214,0,0,0
49,11,282.4625,IA,B:Conventional Non-Irrigated Class,112,2019-05-06,2019-10-26,36000,30,100,0,0,NA,Swine:3200gal,John Deere,160,1.4985,423.2701,282.4625,0,0,0
122*,43,270.0427,IA,B:Conventional Non-Irrigated Class,110,2019-04-17,2019-10-02,38000,30,240,50,70,S:10lbs,NA,John Deere,40,1.3448,363.1534,270.0427,0,0,0
21*,4*,295.5813,IA,B:Conventional Non-Irrigated Class,113,2019-04-18,2019-10-18,35000,30,220,60,60,NA,NA,John Deere,60,1.2938,382.4231,295.5813,0,0,0
104,3,231.2734,SC,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",120,2019-04-17,2019-11-09,34000,30,200,80,100,NA,NA,John Deere,43,1.2525,289.6699,231.2734,0,0,0
198,2,212.2791,SC,A:Conventional Non-Irrigated Class,120,2019-04-19,2019-11-09,34000,30,200,80,100,NA,NA,John Deere,43,1.3545,287.5321,212.2791,0,0,0
342*,10,197.4198,MN,I:Conventional Irrigated Class,107,2019-05-04,2019-11-09,37500,30,200,100,120,NA,NA,John Deere,155,1.5978,315.4374,197.4198,0,0,0
135*,3,268.5654,KY,I:Conventional Irrigated Class,118,2019-04-10,2019-09-10,39000,30,225,60,54,S:35,NA,John Deere,200,2.0152,541.213,268.5654,0,0,0
489*,89,174.341,MN,B:Conventional Non-Irrigated Class,107,2019-05-05,2019-10-27,37500,30,200,100,120,NA,NA,John Deere,80,1.573,274.2384,174.341,0,0,0
64*,5*,278.3621,WI,B:Conventional Non-Irrigated Class,113,2019-05-05,2019-11-05,37000,30,250,50,120,S:24lbs,NA,Case IH,20,1.64,456.5139,278.3621,0,0,0
118,6,261.4355,MN,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",110,2019-04-28,2019-10-27,34500,30,200,100,120,NA,NA,Case IH,150,1.5537,406.1923,261.4355,0,0,0
81,7,275.0715,WI,B:Conventional Non-Irrigated Class,113,2019-05-05,2019-11-08,35000,30,200,50,200,NA,NA,John Deere,30,1.2507,344.0319,275.0715,0,0,0
456,81,212.5897,MN,B:Conventional Non-Irrigated Class,106,2019-05-05,2019-11-02,34000,30,200,100,120,NA,NA,John Deere,150,1.657,352.2612,212.5897,0,0,0
440,152,216.7876,IA,B:Conventional Non-Irrigated Class,101,2019-05-31,2019-11-20,34000,30,165,80,95,NA,NA,Massey Ferguson,150,4.1988,910.2477,216.7876,0,0,0
436,76,218.4509,MN,B:Conventional Non-Irrigated Class,105,2019-05-04,2019-11-09,37500,30,200,100,120,NA,NA,John Deere,150,1.5758,344.235,218.4509,0,0,0
298,43,246.7067,MN,B:Conventional Non-Irrigated Class,110,2019-04-26,2019-10-31,34500,30,200,100,120,NA,NA,John Deere,155,1.8411,454.2117,246.7067,0,0,0
208*,79,257.9813,IA,B:Conventional Non-Irrigated Class,118,2019-04-21,2019-10-08,34000,30,200,0,0,NA,NA,John Deere,120,1.3554,349.6678,257.9813,0,0,0
411,69,225.6555,MN,B:Conventional Non-Irrigated Class,106,2019-04-27,2019-10-29,34500,30,200,100,120,NA,NA,John Deere,300,1.4766,333.2029,225.6555,0,0,0
172*,64*,262.5438,IA,B:Conventional Non-Irrigated Class,115,2019-04-23,2019-11-05,34000,30,0,0,0,NA,NA,John Deere,120,1.3085,343.5385,262.5438,0,0,0
174*,34*,239.4307,PA,C:No-Till Non-Irrigated Class,112,2019-05-04,2019-10-21,34000,30,0,0,0,NA,NA,John Deere,20,1.4588,349.2815,239.4307,0,0,0
45,9,277.9284,WI,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",114,2019-05-05,2019-11-01,37000,30,250,50,120,S:24lbs,NA,Case IH,20,1.253,348.2443,277.9284,0,0,0
158*,7,263.4331,KY,I:Conventional Irrigated Class,113,2019-04-09,2019-09-09,37000,30,0,0,0,NA,NA,John Deere,347,1.5158,399.3119,263.4331,0,0,0
147*,5,264.9007,KY,I:Conventional Irrigated Class,118,2019-04-10,2019-09-09,39000,30,0,0,0,NA,NA,John Deere,347,1.5227,403.3643,264.9007,0,0,0
29*,*,291.7741,OH,B:Conventional Non-Irrigated Class,114,2019-05-16,2019-10-14,39265,20,330,75,70,"S:60lbs, Zn:1.5qts",NA,Fendt,111,1.2924,377.0888,291.7741,0,0,0
90*,2,281.6426,KY,I:Conventional Irrigated Class,120,2019-04-09,2019-09-09,37000,30,0,0,0,NA,NA,John Deere,347,1.7831,502.197,281.6426,0,0,0
333,124,240.5623,IA,B:Conventional Non-Irrigated Class,105,2019-05-07,2019-11-06,35000,30,180,110,130,NA,NA,John Deere,240,1.3827,332.6255,240.5623,0,0,0
131*,17*,245.2123,OH,D:No-Till Non-Irrigated Class,109,2019-05-23,2019-10-25,34500,30,208,39,90,NA,NA,John Deere,311,1.2534,307.3491,245.2123,0,0,0
150*,18*,265.8762,MN,B:Conventional Non-Irrigated Class,104,2019-05-06,2019-11-03,36000,30,205,80,100,NA,NA,John Deere,72,2.1699,576.9248,265.8762,0,0,0
406*,67,227.0456,MN,B:Conventional Non-Irrigated Class,105,2019-05-05,2019-10-25,36000,30,205,80,100,NA,NA,John Deere,62,2.1341,484.538,227.0456,0,0,0
221,8,216.1285,MI,C:No-Till Non-Irrigated Class,96,2019-05-12,2019-11-20,34000,22,170,75,200,"Zn:1qts, S:5gal, Mn:5lbs",NA,John Deere,120,1.2794,276.5148,216.1285,0,0,0
17,2,298.3839,MI,A:Conventional Non-Irrigated Class,103,2019-05-13,2019-11-26,34000,30,200,75,150,"S:3gal, B:1pt",Other:5000gal,Case IH,77,1.7218,513.7574,298.3839,0,0,0
59,6,271.0486,IL,D:No-Till Non-Irrigated Class,113,2019-04-24,2019-11-29,34000,30,220,52,120,S:15lbs,NA,John Deere,90,1.5849,429.585,271.0486,0,0,0
175,55,221.017,MI,A:Conventional Non-Irrigated Class,103,2019-05-13,2019-11-25,33000,30,160,0,0,S:3gal,Other:7500gal,Case IH,30,1.4141,312.5402,221.017,0,0,0
41,17,277.323,IA,D:No-Till Non-Irrigated Class,115,2019-04-19,2019-11-13,34000,20,170,80,80,NA,NA,John Deere,75,2.4739,686.0693,277.323,0,0,0
140*,49,268.3848,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",110,2019-05-14,2019-10-14,34000,30,240,40,0,"S:45lbs, B:1lbs",NA,Case IH,71,1.3388,359.3136,268.3848,0,0,0
410*,148,226.1873,IA,B:Conventional Non-Irrigated Class,104,2019-05-14,2019-11-11,35000,30,65,0,0,NA,Swine:3600gal,John Deere,120,3.8741,876.2722,226.1873,0,0,0
389*,142*,229.8132,IA,B:Conventional Non-Irrigated Class,104,2019-05-21,2019-11-11,35000,30,65,0,0,NA,Swine:3600gal,John Deere,120,2.7004,620.5875,229.8132,0,0,0
43,18,276.1065,IA,D:No-Till Non-Irrigated Class,114,2019-05-13,2019-10-25,36500,30,250,160,160,"B:2lbs, S:25lbs, Zn:10",NA,Case IH,48,1.7383,479.956,276.1065,0,0,0
62,3,267.2957,NE,A:Conventional Non-Irrigated Class,113,2019-04-22,2019-10-03,24000,30,248,79,0,S:null,NA,John Deere,15,1.3306,355.6636,267.2957,0,0,0
191,3,255.8224,MS,I:Conventional Irrigated Class,118,2019-03-19,2019-08-30,34000,30,0,0,0,NA,NA,John Deere,75,1.3431,343.5951,255.8224,0,0,0
154*,54*,265.1915,IA,B:Conventional Non-Irrigated Class,108,2019-05-06,2019-11-01,36000,20,70,0,0,NA,Cattle:15000gal,John Deere,67,1.4279,378.6669,265.1915,0,0,0
228*,88,255.9297,IA,B:Conventional Non-Irrigated Class,110,2019-05-06,2019-10-22,36000,20,180,110,110,NA,NA,John Deere,110,1.2867,329.3047,255.9297,0,0,0
479*,153*,196.97,IA,B:Conventional Non-Irrigated Class,103,2019-05-16,2019-11-04,33500,30,180,85,85,NA,NA,John Deere,77,1.6758,330.0824,196.97,0,0,0
480*,154,195.1504,IA,B:Conventional Non-Irrigated Class,104,2019-05-16,2019-11-04,33500,30,180,85,85,NA,NA,John Deere,77,1.6758,327.033,195.1504,0,0,0
306*,7,59.4121,KS,A:Conventional Non-Irrigated Class,111,2019-05-25,2019-09-30,16000,30,100,50,0,NA,NA,John Deere,160,19.2562,1144.0511,59.4121,0,0,0
361*,135,236.7153,IA,B:Conventional Non-Irrigated Class,104,2019-05-07,2019-11-04,34000,30,100,0,0,NA,Swine:3000gal,Case IH,120,1.5929,377.0638,236.7153,0,0,0
326*,119*,242.047,IA,B:Conventional Non-Irrigated Class,110,2019-05-06,2019-11-04,34000,30,100,0,0,NA,Swine:3000gal,Case IH,120,1.5928,385.5325,242.047,0,0,0
306,113,245.0388,IA,B:Conventional Non-Irrigated Class,108,2019-05-07,2019-10-28,34000,30,185,100,110,NA,NA,Case IH,68,1.6743,410.2684,245.0388,0,0,0
178,3,220.4052,KS,A:Conventional Non-Irrigated Class,103,2019-05-27,2019-09-20,16000,30,100,60,0,NA,NA,John Deere,160,4.3457,957.8149,220.4052,0,0,0
270*,5,180.1182,KS,A:Conventional Non-Irrigated Class,101,2019-05-29,2019-09-04,16000,30,100,0,0,NA,NA,John Deere,121,4.7893,862.6399,180.1182,0,0,0
309*,8,47.1001,KS,A:Conventional Non-Irrigated Class,105,2019-05-18,2019-09-05,16000,30,80,0,0,NA,NA,John Deere,160,21.6253,1018.5545,47.1001,0,0,0
110,9,271.4125,WI,B:Conventional Non-Irrigated Class,114,2019-04-23,2019-10-25,40000,30,180,180,200,S:25lbs,NA,John Deere,50,1.2516,339.6999,271.4125,0,0,0
